Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Age (in years),Total - Male,Total - Female,PSUs - Male,PSUs - Female,Private - Male,Private - Female,Business owners - Male,Business owners - Female,Zero income - Male,Zero income - Female,Other kind of employment - Male,Other kind of employment- Female
HH06,27,18,District - Jalna  (18),URBAN,70-79,2230,233,9,5,1851,57,367,167,3,4,0,0
HH06,27,18,District - Jalna  (18),URBAN,80+,206,11,30,1,173,7,3,3,0,0,0,0
HH06,27,18,District - Jalna  (18),URBAN,Age Not Stated,646,108,6,3,516,17,122,85,2,3,0,0
HH06,27,19,District - Aurangabad  (19),TOTAL,All Ages,526950,21577,13497,1155,483497,9264,29113,8768,843,2390,0,0
HH06,27,19,District - Aurangabad  (19),TOTAL,Less than 20,4395,763,3705,665,652,70,37,24,1,4,0,0
HH06,27,19,District - Aurangabad  (19),TOTAL,20-29,68988,1828,8476,218,59734,1182,656,188,122,240,0,0
HH06,27,19,District - Aurangabad  (19),TOTAL,30-39,151625,4181,652,74,146619,2566,4096,594,258,947,0,0
HH06,27,19,District - Aurangabad  (19),TOTAL,40-49,127986,3983,204,79,121741,2232,5848,1015,193,657,0,0
HH06,27,19,District - Aurangabad  (19),TOTAL,50-59,71919,2871,130,42,67260,1223,4417,1334,112,272,0,0
HH06,27,19,District - Aurangabad  (19),TOTAL,60-69,65076,4258,105,44,56596,1352,8280,2652,95,210,0,0
HH06,27,19,District - Aurangabad  (19),TOTAL,70-79,29271,2652,75,16,24651,478,4494,2113,51,45,0,0
HH06,27,19,District - Aurangabad  (19),TOTAL,80+,867,60,117,14,728,29,21,13,1,4,0,0
HH06,27,19,District - Aurangabad  (19),TOTAL,Age Not Stated,6823,981,33,3,5516,132,1264,835,10,11,0,0
HH06,27,19,District - Aurangabad  (19),RURAL,All Ages,330167,13892,6819,638,303263,5363,19479,6248,606,1643,0,0
HH06,27,19,District - Aurangabad  (19),RURAL,Less than 20,2878,525,2412,469,441,37,25,18,0,1,0,0
HH06,27,19,District - Aurangabad  (19),RURAL,20-29,40140,974,3802,57,35791,627,462,135,85,155,0,0
HH06,27,19,District - Aurangabad  (19),RURAL,30-39,89230,2493,227,19,86210,1452,2617,398,176,624,0,0
HH06,27,19,District - Aurangabad  (19),RURAL,40-49,76136,2396,96,35,72504,1229,3394,672,142,460,0,0
HH06,27,19,District - Aurangabad  (19),RURAL,50-59,44516,1751,73,13,41789,672,2576,883,78,183,0,0
HH06,27,19,District - Aurangabad  (19),RURAL,60-69,48106,3044,65,26,42080,887,5891,1959,70,172,0,0
HH06,27,19,District - Aurangabad  (19),RURAL,70-79,23116,1955,51,7,19515,343,3506,1568,44,37,0,0
HH06,27,19,District - Aurangabad  (19),RURAL,80+,659,38,74,10,569,18,15,6,1,4,0,0
HH06,27,19,District - Aurangabad  (19),RURAL,Age Not Stated,5386,716,19,2,4364,98,993,609,10,7,0,0
HH06,27,19,District - Aurangabad  (19),URBAN,All Ages,196783,7685,6678,517,180234,3901,9634,2520,237,747,0,0
HH06,27,19,District - Aurangabad  (19),URBAN,Less than 20,1517,238,1293,196,211,33,12,6,1,3,0,0
HH06,27,19,District - Aurangabad  (19),URBAN,20-29,28848,854,4674,161,23943,555,194,53,37,85,0,0
HH06,27,19,District - Aurangabad  (19),URBAN,30-39,62395,1688,425,55,60409,1114,1479,196,82,323,0,0
HH06,27,19,District - Aurangabad  (19),URBAN,40-49,51850,1587,108,44,49237,1003,2454,343,51,197,0,0
HH06,27,19,District - Aurangabad  (19),URBAN,50-59,27403,1120,57,29,25471,551,1841,451,34,89,0,0
HH06,27,19,District - Aurangabad  (19),URBAN,60-69,16970,1214,40,18,14516,465,2389,693,25,38,0,0
HH06,27,19,District - Aurangabad  (19),URBAN,70-79,6155,697,24,9,5136,135,988,545,7,8,0,0
HH06,27,19,District - Aurangabad  (19),URBAN,80+,208,22,43,4,159,11,6,7,0,0,0,0
HH06,27,19,District - Aurangabad  (19),URBAN,Age Not Stated,1437,265,14,1,1152,34,271,226,0,4,0,0
HH06,27,20,District - Nashik  (20),TOTAL,All Ages,873606,37555,18558,2339,797231,14169,55910,16561,1907,4486,0,0
HH06,27,20,District - Nashik  (20),TOTAL,Less than 20,5320,1563,4235,1408,1011,116,67,34,7,5,0,0
HH06,27,20,District - Nashik  (20),TOTAL,20-29,96347,2606,10877,295,84269,1647,955,260,246,404,0,0
HH06,27,20,District - Nashik  (20),TOTAL,30-39,239974,6514,1297,172,230822,3822,7324,975,531,1545,0,0
HH06,27,20,District - Nashik  (20),TOTAL,40-49,232952,7248,443,163,219588,3631,12422,1996,499,1458,0,0
HH06,27,20,District - Nashik  (20),TOTAL,50-59,145466,6028,288,112,133939,2211,10936,3123,303,582,0,0
HH06,27,20,District - Nashik  (20),TOTAL,60-69,103757,7586,226,102,87617,1895,15693,5215,221,374,0,0
HH06,27,20,District - Nashik  (20),TOTAL,70-79,39531,4295,126,29,32335,621,6994,3551,76,94,0,0
HH06,27,20,District - Nashik  (20),TOTAL,80+,1879,179,1018,47,810,92,50,37,1,3,0,0
HH06,27,20,District - Nashik  (20),TOTAL,Age Not Stated,8380,1536,48,11,6840,134,1469,1370,23,21,0,0
HH06,27,20,District - Nashik  (20),RURAL,All Ages,522053,23215,8751,1297,480782,8441,31354,10631,1166,2846,0,0
HH06,27,20,District - Nashik  (20),RURAL,Less than 20,3463,1108,2714,994,697,80,47,29,5,5,0,0
HH06,27,20,District - Nashik  (20),RURAL,20-29,52885,1523,4228,101,47941,1012,551,169,165,241,0,0
HH06,27,20,District - Nashik  (20),RURAL,30-39,134848,3826,397,59,130152,2225,3980,560,319,982,0,0
HH06,27,20,District - Nashik  (20),RURAL,40-49,137111,4340,155,47,130243,2108,6422,1253,291,932,0,0
HH06,27,20,District - Nashik  (20),RURAL,50-59,88773,3615,111,23,82667,1293,5818,1944,177,355,0,0
HH06,27,20,District - Nashik  (20),RURAL,60-69,70482,5003,95,23,60852,1180,9388,3549,147,251,0,0
HH06,27,20,District - Nashik  (20),RURAL,70-79,27227,2722,48,6,22835,378,4295,2276,49,62,0,0
HH06,27,20,District - Nashik  (20),RURAL,80+,1631,162,986,42,604,82,40,35,1,3,0,0
HH06,27,20,District - Nashik  (20),RURAL,Age Not Stated,5633,916,17,2,4791,83,813,816,12,15,0,0
HH06,27,20,District - Nashik  (20),URBAN,All Ages,351553,14340,9807,1042,316449,5728,24556,5930,741,1640,0,0
HH06,27,20,District - Nashik  (20),URBAN,Less than 20,1857,455,1521,414,314,36,20,5,2,0,0,0
HH06,27,20,District - Nashik  (20),URBAN,20-29,43462,1083,6649,194,36328,635,404,91,81,163,0,0
HH06,27,20,District - Nashik  (20),URBAN,30-39,105126,2688,900,113,100670,1597,3344,415,212,563,0,0
HH06,27,20,District - Nashik  (20),URBAN,40-49,95841,2908,288,116,89345,1523,6000,743,208,526,0,0
HH06,27,20,District - Nashik  (20),URBAN,50-59,56693,2413,177,89,51272,918,5118,1179,126,227,0,0
HH06,27,20,District - Nashik  (20),URBAN,60-69,33275,2583,131,79,26765,715,6305,1666,74,123,0,0
HH06,27,20,District - Nashik  (20),URBAN,70-79,12304,1573,78,23,9500,243,2699,1275,27,32,0,0
HH06,27,20,District - Nashik  (20),URBAN,80+,248,17,32,5,206,10,10,2,0,0,0,0
HH06,27,20,District - Nashik  (20),URBAN,Age Not Stated,2747,620,31,9,2049,51,656,554,11,6,0,0
HH06,27,21,District - Thane  (21),TOTAL,All Ages,1676035,73242,61670,5569,1513300,33892,98887,30057,2178,3724,0,0
HH06,27,21,District - Thane  (21),TOTAL,Less than 20,8959,1299,7194,1116,1673,142,82,37,10,4,0,0
HH06,27,21,District - Thane  (21),TOTAL,20-29,226350,6624,38954,1406,185189,4304,1926,541,281,373,0,0
HH06,27,21,District - Thane  (21),TOTAL,30-39,543127,15497,9927,1030,517416,10465,15054,2539,730,1463,0,0
HH06,27,21,District - Thane  (21),TOTAL,40-49,471704,16431,2790,949,441866,9376,26423,4884,625,1222,0,0
HH06,27,21,District - Thane  (21),TOTAL,50-59,252291,13468,1333,543,226831,5370,23832,7107,295,448,0,0
HH06,27,21,District - Thane  (21),TOTAL,60-69,125411,11863,726,334,103770,3115,20755,8241,160,173,0,0
HH06,27,21,District - Thane  (21),TOTAL,70-79,38424,5947,289,114,29484,850,8593,4953,58,30,0,0
HH06,27,21,District - Thane  (21),TOTAL,80+,909,132,347,56,512,54,48,20,2,2,0,0
HH06,27,21,District - Thane  (21),TOTAL,Age Not Stated,8860,1981,110,21,6559,216,2174,1735,17,9,0,0
HH06,27,21,District - Thane  (21),RURAL,All Ages,421382,21976,11466,1147,378280,9234,30834,10424,802,1171,0,0
HH06,27,21,District - Thane  (21),RURAL,Less than 20,2720,595,2225,527,474,51,17,14,4,3,0,0
HH06,27,21,District - Thane  (21),RURAL,20-29,59694,2168,7021,221,51905,1610,652,202,116,135,0,0
HH06,27,21,District - Thane  (21),RURAL,30-39,128567,4707,1265,113,122081,3142,4966,940,255,512,0,0
HH06,27,21,District - Thane  (21),RURAL,40-49,114359,4675,408,128,105657,2379,8069,1845,225,323,0,0
HH06,27,21,District - Thane  (21),RURAL,50-59,64247,3786,207,74,56883,1123,7051,2462,106,127,0,0
HH06,27,21,District - Thane  (21),RURAL,60-69,37304,3738,129,41,30178,683,6931,2955,66,59,0,0
HH06,27,21,District - Thane  (21),RURAL,70-79,11434,1684,50,16,8806,180,2554,1479,24,9,0,0
HH06,27,21,District - Thane  (21),RURAL,80+,424,58,135,25,258,22,30,10,1,1,0,0
HH06,27,21,District - Thane  (21),RURAL,Age Not Stated,2633,565,26,2,2038,44,564,517,5,2,0,0
HH06,27,21,District - Thane  (21),URBAN,All Ages,1254653,51266,50204,4422,1135020,24658,68053,19633,1376,2553,0,0
HH06,27,21,District - Thane  (21),URBAN,Less than 20,6239,704,4969,589,1199,91,65,23,6,1,0,0
HH06,27,21,District - Thane  (21),URBAN,20-29,166656,4456,31933,1185,133284,2694,1274,339,165,238,0,0
HH06,27,21,District - Thane  (21),URBAN,30-39,414560,10790,8662,917,395335,7323,10088,1599,475,951,0,0
HH06,27,21,District - Thane  (21),URBAN,40-49,357345,11756,2382,821,336209,6997,18354,3039,400,899,0,0
HH06,27,21,District - Thane  (21),URBAN,50-59,188044,9682,1126,469,169948,4247,16781,4645,189,321,0,0
HH06,27,21,District - Thane  (21),URBAN,60-69,88107,8125,597,293,73592,2432,13824,5286,94,114,0,0
HH06,27,21,District - Thane  (21),URBAN,70-79,26990,4263,239,98,20678,670,6039,3474,34,21,0,0
HH06,27,21,District - Thane  (21),URBAN,80+,485,74,212,31,254,32,18,10,1,1,0,0
HH06,27,21,District - Thane  (21),URBAN,Age Not Stated,6227,1416,84,19,4521,172,1610,1218,12,7,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),TOTAL,All Ages,1734342,99079,68160,8877,1529680,51280,134267,34347,2235,4575,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),TOTAL,Less than 20,9016,1213,7265,997,1621,169,126,41,4,6,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),TOTAL,20-29,189094,8134,40986,2402,146260,4852,1621,478,227,402,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),TOTAL,30-39,480528,18403,11703,1578,454758,13074,13479,2188,588,1563,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),TOTAL,40-49,486761,22269,3783,1326,452025,14810,30233,4617,720,1516,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),TOTAL,50-59,317966,19102,2088,1145,280556,9708,34878,7534,444,715,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),TOTAL,60-69,174116,16536,1370,907,139034,5933,33532,9417,180,279,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),TOTAL,70-79,61602,9780,587,383,45050,2098,15913,7224,52,75,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),TOTAL,80+,1073,102,188,32,837,53,45,16,3,1,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),TOTAL,Age Not Stated,14186,3540,190,107,9539,583,4440,2832,17,18,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),RURAL,All Ages,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),RURAL,Less than 20,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),RURAL,20-29,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),RURAL,30-39,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),RURAL,40-49,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),RURAL,50-59,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),RURAL,60-69,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),RURAL,70-79,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),RURAL,80+,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),RURAL,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),URBAN,All Ages,1734342,99079,68160,8877,1529680,51280,134267,34347,2235,4575,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),URBAN,Less than 20,9016,1213,7265,997,1621,169,126,41,4,6,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),URBAN,20-29,189094,8134,40986,2402,146260,4852,1621,478,227,402,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),URBAN,30-39,480528,18403,11703,1578,454758,13074,13479,2188,588,1563,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),URBAN,40-49,486761,22269,3783,1326,452025,14810,30233,4617,720,1516,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),URBAN,50-59,317966,19102,2088,1145,280556,9708,34878,7534,444,715,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),URBAN,60-69,174116,16536,1370,907,139034,5933,33532,9417,180,279,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),URBAN,70-79,61602,9780,587,383,45050,2098,15913,7224,52,75,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),URBAN,80+,1073,102,188,32,837,53,45,16,3,1,0,0
HH06,27,22,District - Mumbai (Suburban) *  (22),URBAN,Age Not Stated,14186,3540,190,107,9539,583,4440,2832,17,18,0,0
HH06,27,23,District - Mumbai  (23),TOTAL,All Ages,621618,49840,34460,6791,517621,23920,68566,17481,971,1648,0,0
HH06,27,23,District - Mumbai  (23),TOTAL,Less than 20,4979,743,4114,589,753,105,107,46,5,3,0,0
HH06,27,23,District - Mumbai  (23),TOTAL,20-29,61830,3429,17704,1068,43405,2092,642,161,79,108,0,0
HH06,27,23,District - Mumbai  (23),TOTAL,30-39,145011,7501,5336,1083,134591,5204,4860,778,224,436,0,0
HH06,27,23,District - Mumbai  (23),TOTAL,40-49,162670,10051,2718,1230,147352,6316,12316,1959,284,546,0,0
HH06,27,23,District - Mumbai  (23),TOTAL,50-59,124418,9536,2050,1067,105967,4719,16203,3417,198,333,0,0
HH06,27,23,District - Mumbai  (23),TOTAL,60-69,75267,8923,1384,989,55616,3311,18144,4472,123,151,0,0
HH06,27,23,District - Mumbai  (23),TOTAL,70-79,35744,6478,772,571,23101,1579,11833,4277,38,51,0,0
HH06,27,23,District - Mumbai  (23),TOTAL,80+,827,94,128,19,658,55,40,19,1,1,0,0
HH06,27,23,District - Mumbai  (23),TOTAL,Age Not Stated,10872,3085,254,175,6178,539,4421,2352,19,19,0,0
HH06,27,23,District - Mumbai  (23),RURAL,All Ages,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,23,District - Mumbai  (23),RURAL,Less than 20,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,23,District - Mumbai  (23),RURAL,20-29,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,23,District - Mumbai  (23),RURAL,30-39,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,23,District - Mumbai  (23),RURAL,40-49,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,23,District - Mumbai  (23),RURAL,50-59,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,23,District - Mumbai  (23),RURAL,60-69,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,23,District - Mumbai  (23),RURAL,70-79,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,23,District - Mumbai  (23),RURAL,80+,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,23,District - Mumbai  (23),RURAL,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0
HH06,27,23,District - Mumbai  (23),URBAN,All Ages,621618,49840,34460,6791,517621,23920,68566,17481,971,1648,0,0
HH06,27,23,District - Mumbai  (23),URBAN,Less than 20,4979,743,4114,589,753,105,107,46,5,3,0,0
HH06,27,23,District - Mumbai  (23),URBAN,20-29,61830,3429,17704,1068,43405,2092,642,161,79,108,0,0
HH06,27,23,District - Mumbai  (23),URBAN,30-39,145011,7501,5336,1083,134591,5204,4860,778,224,436,0,0
HH06,27,23,District - Mumbai  (23),URBAN,40-49,162670,10051,2718,1230,147352,6316,12316,1959,284,546,0,0
HH06,27,23,District - Mumbai  (23),URBAN,50-59,124418,9536,2050,1067,105967,4719,16203,3417,198,333,0,0
HH06,27,23,District - Mumbai  (23),URBAN,60-69,75267,8923,1384,989,55616,3311,18144,4472,123,151,0,0
HH06,27,23,District - Mumbai  (23),URBAN,70-79,35744,6478,772,571,23101,1579,11833,4277,38,51,0,0
HH06,27,23,District - Mumbai  (23),URBAN,80+,827,94,128,19,658,55,40,19,1,1,0,0
HH06,27,23,District - Mumbai  (23),URBAN,Age Not Stated,10872,3085,254,175,6178,539,4421,2352,19,19,0,0
HH06,27,24,District - Raigarh  (24),TOTAL,All Ages,439666,37605,12716,1214,386076,23611,40180,11837,694,943,0,0
HH06,27,24,District - Raigarh  (24),TOTAL,Less than 20,2041,480,1606,395,407,64,27,18,1,3,0,0
HH06,27,24,District - Raigarh  (24),TOTAL,20-29,49617,3826,8359,349,40667,3246,519,155,72,76,0,0
HH06,27,24,District - Raigarh  (24),TOTAL,30-39,123784,9837,1668,177,117744,8682,4180,652,192,326,0,0
HH06,27,24,District - Raigarh  (24),TOTAL,40-49,113622,8827,445,137,104706,6892,8253,1490,218,308,0,0
HH06,27,24,District - Raigarh  (24),TOTAL,50-59,73201,5592,257,79,63827,2900,9000,2477,117,136,0,0
HH06,27,24,District - Raigarh  (24),TOTAL,60-69,52437,5092,186,47,40601,1350,11576,3624,74,71,0,0
HH06,27,24,District - Raigarh  (24),TOTAL,70-79,19830,2799,78,17,14474,355,5262,2409,16,18,0,0
HH06,27,24,District - Raigarh  (24),TOTAL,80+,306,45,89,13,196,21,20,10,1,1,0,0
HH06,27,24,District - Raigarh  (24),TOTAL,Age Not Stated,4828,1107,28,0,3454,101,1343,1002,3,4,0,0
HH06,27,24,District - Raigarh  (24),RURAL,All Ages,326406,32873,8193,829,284527,21159,33088,10133,598,752,0,0
HH06,27,24,District - Raigarh  (24),RURAL,Less than 20,1511,403,1189,327,298,59,23,15,1,2,0,0
HH06,27,24,District - Raigarh  (24),RURAL,20-29,34698,3368,5343,215,28899,2966,390,122,66,65,0,0
HH06,27,24,District - Raigarh  (24),RURAL,30-39,86655,8763,992,107,82225,7867,3273,536,165,253,0,0
HH06,27,24,District - Raigarh  (24),RURAL,40-49,82601,7740,263,90,75646,6149,6507,1259,185,242,0,0
HH06,27,24,District - Raigarh  (24),RURAL,50-59,56383,4831,159,43,48732,2564,7393,2116,99,108,0,0
HH06,27,24,District - Raigarh  (24),RURAL,60-69,43762,4444,115,24,33634,1159,9948,3201,65,60,0,0
HH06,27,24,District - Raigarh  (24),RURAL,70-79,16519,2362,45,12,12048,296,4413,2036,13,18,0,0
HH06,27,24,District - Raigarh  (24),RURAL,80+,258,40,69,11,169,19,19,9,1,1,0,0
HH06,27,24,District - Raigarh  (24),RURAL,Age Not Stated,4019,922,18,0,2876,80,1122,839,3,3,0,0
HH06,27,24,District - Raigarh  (24),URBAN,All Ages,113260,4732,4523,385,101549,2452,7092,1704,96,191,0,0
HH06,27,24,District - Raigarh  (24),URBAN,Less than 20,530,77,417,68,109,5,4,3,0,1,0,0
HH06,27,24,District - Raigarh  (24),URBAN,20-29,14919,458,3016,134,11768,280,129,33,6,11,0,0
HH06,27,24,District - Raigarh  (24),URBAN,30-39,37129,1074,676,70,35519,815,907,116,27,73,0,0
HH06,27,24,District - Raigarh  (24),URBAN,40-49,31021,1087,182,47,29060,743,1746,231,33,66,0,0
HH06,27,24,District - Raigarh  (24),URBAN,50-59,16818,761,98,36,15095,336,1607,361,18,28,0,0
HH06,27,24,District - Raigarh  (24),URBAN,60-69,8675,648,71,23,6967,191,1628,423,9,11,0,0
HH06,27,24,District - Raigarh  (24),URBAN,70-79,3311,437,33,5,2426,59,849,373,3,0,0,0
HH06,27,24,District - Raigarh  (24),URBAN,80+,48,5,20,2,27,2,1,1,0,0,0,0
HH06,27,24,District - Raigarh  (24),URBAN,Age Not Stated,809,185,10,0,578,21,221,163,0,1,0,0
HH06,27,25,District - Pune  (25),TOTAL,All Ages,1436089,75668,46934,6030,1292516,33421,94124,28354,2515,7863,0,0
HH06,27,25,District - Pune  (25),TOTAL,Less than 20,8163,1510,6727,1300,1337,144,91,49,8,17,0,0
HH06,27,25,District - Pune  (25),TOTAL,20-29,176855,6404,32184,1773,142390,3522,2012,376,269,733,0,0
HH06,27,25,District - Pune  (25),TOTAL,30-39,395324,14521,4148,743,377825,9386,12673,1633,678,2759,0,0
HH06,27,25,District - Pune  (25),TOTAL,40-49,372235,16268,1502,732,348654,9781,21362,3184,717,2571,0,0
HH06,27,25,District - Pune  (25),TOTAL,50-59,240522,12134,1003,612,219404,5317,19669,5149,446,1056,0,0
HH06,27,25,District - Pune  (25),TOTAL,60-69,160200,12812,655,527,136452,3576,22832,8150,261,559,0,0
HH06,27,25,District - Pune  (25),TOTAL,70-79,66039,8349,354,237,53570,1313,12018,6666,97,133,0,0
HH06,27,25,District - Pune  (25),TOTAL,80+,713,103,222,32,461,60,27,8,3,3,0,0
HH06,27,25,District - Pune  (25),TOTAL,Age Not Stated,16038,3567,139,74,12423,322,3440,3139,36,32,0,0
HH06,27,25,District - Pune  (25),RURAL,All Ages,563497,31455,10256,981,519465,13381,32705,13286,1071,3807,0,0
HH06,27,25,District - Pune  (25),RURAL,Less than 20,3253,642,2562,541,640,57,46,34,5,10,0,0
HH06,27,25,District - Pune  (25),RURAL,20-29,55132,1999,6373,130,47912,1409,736,158,111,302,0,0
HH06,27,25,District - Pune  (25),RURAL,30-39,140813,5946,634,95,135316,3879,4590,664,273,1308,0,0
HH06,27,25,District - Pune  (25),RURAL,40-49,144577,6560,220,81,137134,3908,6922,1305,301,1266,0,0
HH06,27,25,District - Pune  (25),RURAL,50-59,96144,4666,144,46,90129,1909,5696,2182,175,529,0,0
HH06,27,25,District - Pune  (25),RURAL,60-69,80812,6131,96,45,71846,1490,8741,4282,129,314,0,0
HH06,27,25,District - Pune  (25),RURAL,70-79,34352,3842,60,18,29584,562,4655,3201,53,61,0,0
HH06,27,25,District - Pune  (25),RURAL,80+,492,66,131,23,342,35,16,6,3,2,0,0
HH06,27,25,District - Pune  (25),RURAL,Age Not Stated,7922,1603,36,2,6562,132,1303,1454,21,15,0,0
HH06,27,25,District - Pune  (25),URBAN,All Ages,872592,44213,36678,5049,773051,20040,61419,15068,1444,4056,0,0
HH06,27,25,District - Pune  (25),URBAN,Less than 20,4910,868,4165,759,697,87,45,15,3,7,0,0
HH06,27,25,District - Pune  (25),URBAN,20-29,121723,4405,25811,1643,94478,2113,1276,218,158,431,0,0
HH06,27,25,District - Pune  (25),URBAN,30-39,254511,8575,3514,648,242509,5507,8083,969,405,1451,0,0
HH06,27,25,District - Pune  (25),URBAN,40-49,227658,9708,1282,651,211520,5873,14440,1879,416,1305,0,0
HH06,27,25,District - Pune  (25),URBAN,50-59,144378,7468,859,566,129275,3408,13973,2967,271,527,0,0
HH06,27,25,District - Pune  (25),URBAN,60-69,79388,6681,559,482,64606,2086,14091,3868,132,245,0,0
HH06,27,25,District - Pune  (25),URBAN,70-79,31687,4507,294,219,23986,751,7363,3465,44,72,0,0
HH06,27,25,District - Pune  (25),URBAN,80+,221,37,91,9,119,25,11,2,0,1,0,0
HH06,27,25,District - Pune  (25),URBAN,Age Not Stated,8116,1964,103,72,5861,190,2137,1685,15,17,0,0
HH06,27,26,District - Ahmadnagar  (26),TOTAL,All Ages,736646,38066,12569,1967,679278,16192,43339,14721,1460,5186,0,0
HH06,27,26,District - Ahmadnagar  (26),TOTAL,Less than 20,5678,1235,4203,1063,1349,100,118,62,8,10,0,0
HH06,27,26,District - Ahmadnagar  (26),TOTAL,20-29,69938,2674,6319,257,62441,1744,1021,209,157,464,0,0
HH06,27,26,District - Ahmadnagar  (26),TOTAL,30-39,187624,7244,772,168,180538,4502,5900,810,414,1764,0,0
HH06,27,26,District - Ahmadnagar  (26),TOTAL,40-49,190412,7486,336,170,181333,4132,8408,1603,335,1581,0,0
HH06,27,26,District - Ahmadnagar  (26),TOTAL,50-59,122777,5568,271,103,115365,2294,6884,2430,257,741,0,0
HH06,27,26,District - Ahmadnagar  (26),TOTAL,60-69,105238,7684,234,110,92215,2348,12583,4742,206,484,0,0
HH06,27,26,District - Ahmadnagar  (26),TOTAL,70-79,43732,4437,119,41,36902,816,6648,3477,63,103,0,0
HH06,27,26,District - Ahmadnagar  (26),TOTAL,80+,1213,135,251,46,913,64,48,19,1,6,0,0
HH06,27,26,District - Ahmadnagar  (26),TOTAL,Age Not Stated,10034,1603,64,9,8222,192,1729,1369,19,33,0,0
HH06,27,26,District - Ahmadnagar  (26),RURAL,All Ages,588694,30556,9024,1376,546366,13022,32116,11981,1188,4177,0,0
HH06,27,26,District - Ahmadnagar  (26),RURAL,Less than 20,4592,1009,3360,867,1121,85,104,50,7,7,0,0
HH06,27,26,District - Ahmadnagar  (26),RURAL,20-29,54963,2077,4302,131,49749,1415,777,161,135,370,0,0
